,PRODUTC,VALUE,DATETIME,DW_A_NUMBER_INT,DW_B_NUMBER_INT,CELL_ID,SITE_ID,PRODUCT,DATE_TIME,DW_A_NUMBER,DW_B_NUMBER,CELLID,SIET_ID
2118,Voice,26,2012-05-07 00:00:35.0,4479a7147717468,ab72490c9118e20,97a7792b2a,f6ae0e2972,,,,,,
2119,Voice,35,2012-05-07 00:00:35.0,8ae8f6f627e2a53,f1b7f34b39d2e39,ac40229471,6dc7dc51de,,,,,,
2120,Voice,55,2012-05-07 00:00:35.0,fcf976e814fb292,9c6f232cc88ec69,385e06ef74,ead9f3d03f,,,,,,
2121,Voice,7,2012-05-07 00:00:35.0,c44f8b16658cc4b,09ab3864929ea63,7e90b35166,211015b14d,,,,,,
2122,Voice,4,2012-05-07 00:00:35.0,6a41ba64e6dd17d,7d5469131bbb0f0,359b6f241a,165d822fcb,,,,,,
2123,Voice,0,2012-05-07 00:00:35.0,0203e749c7f8864,88f8d55f226c8ed,d6c0cf1480,66e2080825,,,,,,
2124,Voice,73,2012-05-07 00:00:35.0,0823384688ceefe,ca3e53ac763b87b,4a5af8cfe0,2e1d692565,,,,,,
2125,Voice,22,2012-05-07 00:00:35.0,46669e1bfa16fbf,d2a8ffb4a0eeb20,fdda1352af,af34115792,,,,,,
2126,Voice,4,2012-05-07 00:00:35.0,3e240cab6182e7d,afd37d831c7842a,2a8c5b9124,1e751d08a4,,,,,,
2127,Voice,31,2012-05-07 00:00:35.0,e6c9a544fc71015,7d16d10b2e06fac,9d09fa15ee,cdf82e4fe3,,,,,,
2128,Voice,90,2012-05-07 00:00:35.0,5323a48f4e1be40,04766be1a33e545,cc50ee0fc9,cf4e87af01,,,,,,
2129,Voice,42,2012-05-07 00:00:35.0,c278a2d40e93728,03e10f038689975,04ce39fa35,f48350b75f,,,,,,
2130,Voice,7,2012-05-07 00:00:35.0,eeb9887684e85cf,828ac8bd09a3709,b5b59b66ba,91f2d18511,,,,,,
2131,Voice,190,2012-05-07 00:00:35.0,eabaecf1120d744,52d49f0f4d6d48a,a78717d203,5c565fbfb1,,,,,,
2132,Voice,23,2012-05-07 00:00:35.0,c80f9edaad1dd95,7f39486565b5434,c90a002606,4a1620defe,,,,,,
2133,Voice,24,2012-05-07 00:00:35.0,c666f829fe44d75,41d7b1931c6c9dd,0a01c94258,62618367e3,,,,,,
2134,Voice,14,2012-05-07 00:00:35.0,34cbba71071ecc0,224b21b2f6315f0,5b4e1d509e,012114d799,,,,,,
2135,Voice,200,2012-05-07 00:00:35.0,030eb9575964b43,cf401a6f9379fea,0e1fda2366,6560f866a3,,,,,,
2136,data,0,2012-05-07 00:00:35.0,1619424f4638de4,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2137,data,0,2012-05-07 00:00:35.0,45afcc181a43c0b,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2138,data,0,2012-05-07 00:00:35.0,069acfdbe82dc64,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2139,data,0,2012-05-07 00:00:35.0,414a95ff3781328,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2140,sms,0,2012-05-07 00:00:36.0,bddd145f46096b2,66b908128a9a23c,817a5e5834,120d0dda08,,,,,,
2141,sms,25,2012-05-07 00:00:36.0,05f61fe4e67e0fd,062106de2712d30,fb2d5cd3ff,07531b72e2,,,,,,
2142,sms,0,2012-05-07 00:00:36.0,b8ea14c5729980f,15d4f6c885e14f7,d22224b2fa,2d58cad870,,,,,,
2143,sms,0,2012-05-07 00:00:36.0,b969b91394c7668,295d8b630ef1b89,6432cb46e6,f7d63a29e5,,,,,,
2144,sms,0,2012-05-07 00:00:36.0,ed39ce2873757c5,93343ba6e41af95,3ce20308d2,97254f2537,,,,,,
2145,sms,0,2012-05-07 00:00:36.0,a9970c947a24d76,18511c68f388698,e4c6d4fec2,9bb4b27356,,,,,,
2146,sms,25,2012-05-07 00:00:36.0,301a5171deb19c7,9952eb3909e21cc,a53d5fb6b1,24c107a1cb,,,,,,
2147,sms,0,2012-05-07 00:00:36.0,6d10227297efcb9,7af76c2046e02f3,f54e480df9,928a59b635,,,,,,
2148,sms,0,2012-05-07 00:00:36.0,0891e08b3865e79,017522094059c28,c919baf9c8,4d67cb1e72,,,,,,
2149,sms,0,2012-05-07 00:00:36.0,d8069ca956a6f35,93343ba6e41af95,faba0ebe0f,85a1fff77f,,,,,,
2150,sms,0,2012-05-07 00:00:36.0,68ec294ea33925a,a55953dfcbc8c7c,cf4ba4a993,bc58a52936,,,,,,
2151,sms,25,2012-05-07 00:00:36.0,e173c2dbc8330d6,cff4eb6b5fbac31,c5bb5bc760,15234696d7,,,,,,
2152,sms,25,2012-05-07 00:00:36.0,eb020d1fe3dfa91,fc460c01823bb43,c26bf76cdd,66e2080825,,,,,,
2153,sms,0,2012-05-07 00:00:36.0,cc94c861b16ebb4,e09e736e46c5c3d,40e5deaa60,80a463c1f7,,,,,,
2154,sms,0,2012-05-07 00:00:36.0,8d0807c862d9a92,93343ba6e41af95,1cfb94ba00,c6400e443f,,,,,,
2155,sms,0,2012-05-07 00:00:36.0,fbf1cea5f0d6b05,aaaf0e4bdec7311,d880811c1a,f24a0f63fa,,,,,,
2156,sms,0,2012-05-07 00:00:36.0,4e49073a756df8c,e09e736e46c5c3d,cc7ce19d6b,b47a998a3e,,,,,,
2157,sms,0,2012-05-07 00:00:36.0,f311f8235d2f293,7af76c2046e02f3,c565d3f89f,2a61d9a98c,,,,,,
2158,sms,0,2012-05-07 00:00:36.0,8e25cf65cfd24bc,31df51152329e06,a86d248923,b5c786e566,,,,,,
2159,Voice,0,2012-05-07 00:00:36.0,e16699ebc3e3cfa,1ae77ec1efef94e,c931901d36,294bb5a5a7,,,,,,
2160,Voice,76,2012-05-07 00:00:36.0,6072421f2001357,b3bd77ca0ba332b,278f971e13,2443d87035,,,,,,
2161,Voice,68,2012-05-07 00:00:36.0,fcd820cebe108fe,2c5ff654b013550,77255d2612,c6400e443f,,,,,,
2162,Voice,30,2012-05-07 00:00:36.0,29d3708199f8b78,fec298ab3970513,b9e2d63e71,2029a9a884,,,,,,
2163,Voice,75,2012-05-07 00:00:36.0,f68cf19105949bd,796cfeecba43047,134d0e9d2e,eee4879695,,,,,,
2164,Voice,3,2012-05-07 00:00:36.0,8edfb8140915a40,65a04d178471eb1,adb5ce72e7,487765ff90,,,,,,
2165,Voice,9,2012-05-07 00:00:36.0,93766495edbd3bd,8051057895d7c02,2f50f519d6,d96dcd5475,,,,,,
2166,Voice,0,2012-05-07 00:00:36.0,c958c8d16453692,55ad144fa74fddc,0dee62a700,8ef66f718c,,,,,,
2167,Voice,130,2012-05-07 00:00:36.0,26f167f11c02ef2,8badc8751ac1a88,35ff11e433,c1841d1dc0,,,,,,
2168,Voice,26,2012-05-07 00:00:36.0,1c1f116ef511e8c,d4c947b4869df49,32429be2cc,e8d208067b,,,,,,
2169,Voice,56,2012-05-07 00:00:36.0,9514852cde10ae2,76ce7058420864b,d833b72712,f5cfe0ed01,,,,,,
2170,Voice,62,2012-05-07 00:00:36.0,c7de417811d6b0a,7abe972c86b3bd6,9f757ed330,e82c07d996,,,,,,
2171,Voice,7,2012-05-07 00:00:36.0,7af84ffc4c61722,1c0357a566c05d7,259fd7439a,8c4e6c0b83,,,,,,
2172,Voice,3,2012-05-07 00:00:36.0,e1bd3782def182a,67229c7b72fa524,616668c72a,a31cda32b8,,,,,,
2173,Voice,36,2012-05-07 00:00:36.0,07b56003d93e4d3,44e6525d2c89b38,dfb7ff22d2,2977c05628,,,,,,
2174,Voice,252,2012-05-07 00:00:36.0,f50b27b28b142bf,85806653e4a7d5b,0cbdf715d0,2dc799193c,,,,,,
2175,data,0,2012-05-07 00:00:36.0,c0edffaf1350117,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2176,data,0,2012-05-07 00:00:36.0,10fd53149f03afb,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2177,data,0,2012-05-07 00:00:36.0,a372ae96943c2d9,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2178,data,0,2012-05-07 00:00:36.0,e2ad23643392ccf,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2179,data,0,2012-05-07 00:00:36.0,88add1629039c52,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2180,data,0,2012-05-07 00:00:36.0,dd09037c7bc475d,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2181,data,284,2012-05-07 00:00:36.0,e86c3a0a29a1fc8,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2182,data,0,2012-05-07 00:00:36.0,6a85717ac0c83f8,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2183,sms,25,2012-05-07 00:00:36.0,eb020d1fe3dfa91,fc460c01823bb43,c26bf76cdd,66e2080825,,,,,,
2184,Voice,3,2012-05-07 00:00:36.0,8edfb8140915a40,65a04d178471eb1,adb5ce72e7,487765ff90,,,,,,
2185,sms,0,2012-05-07 00:00:37.0,4cd42abfc0eddbc,93343ba6e41af95,24d7ad28ec,40bb97c420,,,,,,
2186,sms,0,2012-05-07 00:00:37.0,cdb870aa24f1dd6,632e07a5efb8339,28353f83fc,d7a531cfa8,,,,,,
2187,sms,0,2012-05-07 00:00:37.0,68884b17c00f630,62492dfa17edddd,7145abb928,1946bb6fbf,,,,,,
2188,sms,0,2012-05-07 00:00:37.0,684e78b83738eee,93343ba6e41af95,85004b72db,969b8d0e39,,,,,,
2189,sms,0,2012-05-07 00:00:37.0,e689f989d2fe446,e09e736e46c5c3d,dc94241727,ad67d8727e,,,,,,
2190,sms,25,2012-05-07 00:00:37.0,5175dcf8e9eac1b,79fada13ec5fd36,74ffac08d2,66e2080825,,,,,,
2191,sms,0,2012-05-07 00:00:37.0,8ab8b9ed6989f61,e09e736e46c5c3d,253f3e83ab,f11e961893,,,,,,
2192,sms,0,2012-05-07 00:00:37.0,8f14498085497cd,d164ed0a0cf2360,8b65358444,59a6c7452d,,,,,,
2193,sms,0,2012-05-07 00:00:37.0,ad22acff42fab04,93343ba6e41af95,68c5f1ff40,16205e9f52,,,,,,
2194,sms,0,2012-05-07 00:00:37.0,893b07078e6786b,93343ba6e41af95,f82cf7738e,480d936833,,,,,,
2195,sms,25,2012-05-07 00:00:37.0,2e0b596a0217d9a,26af6e626c9de8a,6528dcb1de,d1544758ec,,,,,,
2196,sms,25,2012-05-07 00:00:37.0,905cefbd8ec5c9d,b209c11ad171c15,7475da2c3e,eaa695cbb8,,,,,,
2197,sms,0,2012-05-07 00:00:37.0,79e227f0bd3ffde,72426f0f36e7628,8418cc64dd,a31cda32b8,,,,,,
2198,sms,0,2012-05-07 00:00:37.0,3f20d10cc0745e4,3f2a669fe13b671,4d50b76b6d,af34115792,,,,,,
2199,sms,0,2012-05-07 00:00:37.0,6d7b7446d5ff092,93343ba6e41af95,9879497070,6e87d6cb59,,,,,,
2200,sms,0,2012-05-07 00:00:37.0,afd684b4cffdee7,319a2143a4191d9,b6384541e3,fe91ac057a,,,,,,
2201,sms,50,2012-05-07 00:00:37.0,2818799a0504272,fd4e140f0f44049,f94a8ed5d0,4d3501719c,,,,,,
2202,sms,25,2012-05-07 00:00:37.0,ce11165da8f9b9c,db488d9cbd18f4a,577dd249c0,fd14c3c790,,,,,,
2203,sms,0,2012-05-07 00:00:37.0,2097ee231e6607a,32433760a16d6a0,819fb474a6,ef3841e458,,,,,,
2204,Voice,78,2012-05-07 00:00:37.0,15bbb350bf72cc6,e6e83c987fb5d85,4eddd761b8,ed2333b820,,,,,,
2205,Voice,35,2012-05-07 00:00:37.0,3cdf8638bc85d60,3da9f55b9216759,92a4a0642c,700e13a5cf,,,,,,
2206,Voice,0,2012-05-07 00:00:37.0,4ccea89955af895,73df665814f4622,a7bbb57eb8,f191951c20,,,,,,
2207,Voice,4,2012-05-07 00:00:37.0,eb22d1429e542f1,e5ddb26891fdc9c,e3d1cf9de7,2fa7cc536b,,,,,,
2208,Voice,14,2012-05-07 00:00:37.0,f4bab1dbc7a9dbe,64874542761c821,e138cac4d2,541c234a2f,,,,,,
2209,Voice,38,2012-05-07 00:00:37.0,3dd24d60503f444,36cea56225b6227,08a1ad959b,8c4e6c0b83,,,,,,
2210,Voice,15,2012-05-07 00:00:37.0,369c68790e0a78b,71c36ce363b88d7,bcc3209833,b4e77d440c,,,,,,
2211,Voice,64,2012-05-07 00:00:37.0,c9fa25b8365d67b,e473c6398a458da,036b6dd7b8,74988548bb,,,,,,
2212,Voice,0,2012-05-07 00:00:37.0,6267a90dec703d8,19e68e80103885e,0ff4f68649,d8682c35fc,,,,,,
2213,Voice,9,2012-05-07 00:00:37.0,ec9e0d7b9ce4072,59d8665ee0ac713,8b4f82a66a,1946bb6fbf,,,,,,
2214,Voice,3,2012-05-07 00:00:37.0,665d9b60d1154b5,0ea2f5dfdf9fbfa,a708c9bc0a,c9fd8326b5,,,,,,
2215,Voice,14,2012-05-07 00:00:37.0,c0412262cb1a9bb,831f75896bac1dc,10ae6c0752,0f34c36ac5,,,,,,
2216,Voice,22,2012-05-07 00:00:37.0,2f89465c42284ac,c715e499fbf64a3,0518fc8d4e,901f4120cb,,,,,,
2217,Voice,7,2012-05-07 00:00:37.0,30fc904c9cca6e6,395308f0b0651a4,8272fd187b,84da272d13,,,,,,
2218,Voice,29,2012-05-07 00:00:37.0,a76aa5b7731fad7,79c83282b197fef,7ea7f9e5ec,5c565fbfb1,,,,,,
2219,Voice,20,2012-05-07 00:00:37.0,07ecb76c7c86df4,31330afa87c82e8,68791ae38d,4d67cb1e72,,,,,,
2220,Voice,31,2012-05-07 00:00:37.0,06a472467a32e49,66e500f0906f59f,64138404ce,b7aa3c28bb,,,,,,
2221,data,0,2012-05-07 00:00:37.0,2ef957ebdf5f615,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2222,data,0,2012-05-07 00:00:37.0,7cfc55eae719d5b,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2223,data,0,2012-05-07 00:00:37.0,34dbb3c729d20a6,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2224,data,0,2012-05-07 00:00:37.0,6bd3493e1cc5849,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2225,sms,0,2012-05-07 00:00:38.0,fdba06a0af4e32b,1aa44b69be1b22c,5bcb7ce6d0,8fd6f8d1c5,,,,,,
2226,sms,0,2012-05-07 00:00:38.0,30fe51ad2080d45,4223557c5d750da,57ffe34d97,84e3e7f10d,,,,,,
2227,sms,0,2012-05-07 00:00:38.0,23d7b3da460d7da,c4021c171cfdfea,6c44427d0d,a26abe7e67,,,,,,
2228,sms,0,2012-05-07 00:00:38.0,8dda015b63f21b0,93343ba6e41af95,f7700361e6,12537168de,,,,,,
2229,sms,0,2012-05-07 00:00:38.0,012e4137556d33d,93343ba6e41af95,5482031762,6e9b544976,,,,,,
2230,sms,25,2012-05-07 00:00:38.0,347cd949695fa63,3defd234c7306e3,ff23b2efcb,ea07812c27,,,,,,
2231,sms,0,2012-05-07 00:00:38.0,c05f0a87676e77c,d0e682c57866afa,92a4a0642c,700e13a5cf,,,,,,
2232,sms,0,2012-05-07 00:00:38.0,0891e08b3865e79,017522094059c28,c919baf9c8,4d67cb1e72,,,,,,
2233,sms,0,2012-05-07 00:00:38.0,a34b4f9e66c50b9,6dae0c13e1044b2,d7934c0caa,ac3b6998ac,,,,,,
2234,sms,25,2012-05-07 00:00:38.0,adf7903e79e7a11,a9ee3ddc00fb348,7e38b2813d,fc7602b020,,,,,,
2235,sms,0,2012-05-07 00:00:38.0,da18d69e83d6d4e,93343ba6e41af95,b7d5388b0c,bfed0deee9,,,,,,
2236,sms,0,2012-05-07 00:00:38.0,298a49b1d1dccf1,e09e736e46c5c3d,fb2d5cd3ff,07531b72e2,,,,,,
2237,sms,0,2012-05-07 00:00:38.0,ef3e557791db7ab,aa35785c8495381,8cee3d86a3,d06f40f9d5,,,,,,
2238,sms,0,2012-05-07 00:00:38.0,4e49073a756df8c,e09e736e46c5c3d,cc7ce19d6b,b47a998a3e,,,,,,
2239,Voice,34,2012-05-07 00:00:38.0,ab26cc30ec042df,e0f8968238e588e,7773627c12,9ef9616350,,,,,,
2240,Voice,15,2012-05-07 00:00:38.0,38f9775d4edf822,f92802be8f368f5,c90a002606,4a1620defe,,,,,,
2241,Voice,50,2012-05-07 00:00:38.0,f47a7aaafc27285,31dfb25c3230d27,ed61121048,43e67db037,,,,,,
2242,Voice,0,2012-05-07 00:00:38.0,44e5725b0320989,55ad144fa74fddc,f3ef98c052,204d4d24d1,,,,,,
2243,Voice,74,2012-05-07 00:00:38.0,e78cfb3a97d7704,a14a2e1fff0ebf8,51e451fa92,13d76ddd5e,,,,,,
2244,Voice,54,2012-05-07 00:00:38.0,78011989637fcb9,b63de484e26e54c,885037e317,a7bd4c027b,,,,,,
2245,Voice,100,2012-05-07 00:00:38.0,bd0d196993fa4ae,e214715c05f5ed5,085e63acc5,487765ff90,,,,,,
2246,Voice,6,2012-05-07 00:00:38.0,f8f8ddde470302c,38fdce99d1a27df,6f146d4e2a,2c0cbe7cc1,,,,,,
2247,Voice,10,2012-05-07 00:00:38.0,996d98b7465f0f9,842f8728ebc501e,763a6137de,8ef66f718c,,,,,,
2248,Voice,98,2012-05-07 00:00:38.0,43497ea438cb5e8,1fddace86268850,98f139c1ae,946534f389,,,,,,
2249,Voice,0,2012-05-07 00:00:38.0,1832f3b01aff320,3c89309cbacf370,9f2025bbed,464083a6c2,,,,,,
2250,Voice,60,2012-05-07 00:00:38.0,b62903d22c8e197,8a930128d73a381,2f50f519d6,d96dcd5475,,,,,,
2251,Voice,0,2012-05-07 00:00:38.0,470f7a19d2cacb0,1a49f8b0ded9de6,7ee0e7c41d,8ded8a17b9,,,,,,
2252,Voice,0,2012-05-07 00:00:38.0,f89a08b7db7146e,19e68e80103885e,288fc4fa7f,1113359465,,,,,,
2253,Voice,47,2012-05-07 00:00:38.0,b882bcfd46f5308,fc84bd68117a64e,c5f7dd987f,969b8d0e39,,,,,,
2254,Voice,77,2012-05-07 00:00:38.0,0218baf15182c80,e68af0d357db962,985a02d2d5,2371f0c1df,,,,,,
2255,Voice,89,2012-05-07 00:00:38.0,f74ab5ad3602d52,0c326e06cd83685,3a0b9b2b88,dc93f8c316,,,,,,
2256,Voice,27,2012-05-07 00:00:38.0,ce90933cdcf4cdc,197bd6f6fe311c3,7a31902854,55d6d9039c,,,,,,
2257,Voice,15,2012-05-07 00:00:38.0,a438b646202c34c,c9c97c2c916b047,7f516fe61d,e04667f9c7,,,,,,
2258,data,0,2012-05-07 00:00:38.0,bc4d3de7f04fe3f,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2259,data,0,2012-05-07 00:00:38.0,be61eaa6f998fc9,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2260,data,0,2012-05-07 00:00:38.0,780153d900573be,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2261,data,0,2012-05-07 00:00:38.0,1dfcd927e1b8e9d,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2262,data,0,2012-05-07 00:00:38.0,953c0d5060b6782,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2263,sms,0,2012-05-07 00:00:38.0,ef3e557791db7ab,aa35785c8495381,8cee3d86a3,d06f40f9d5,,,,,,
2264,data,0,2012-05-07 00:00:38.0,9227ff7b415bdfa,5a4dc9e82deb309,JazFLQGK3Q,JazFLQGK3Q,,,,,,
2265,sms,0,2012-05-07 00:00:39.0,802700a047d5e4b,3aec4ea89906df4,cf0d211307,7ee1a1444f,,,,,,
2266,sms,0,2012-05-07 00:00:39.0,346ff7bbd592cb8,aaaf0e4bdec7311,10ae6c0752,0f34c36ac5,,,,,,
2267,sms,0,2012-05-07 00:00:39.0,28ebde683ed4745,aaaf0e4bdec7311,97438a08c6,7e3dc3e601,,,,,,
2268,sms,25,2012-05-07 00:00:39.0,a682e08cc9d726d,df881146874073c,4a7047f1ba,dea1e52d3b,,,,,,
2269,sms,0,2012-05-07 00:00:39.0,a0868f256e6230b,27c0612c2c061f2,1e78f22c1f,de2a8cf96f,,,,,,
2270,sms,0,2012-05-07 00:00:39.0,c2c3a7e65973e62,1cc23e0abc0fdcb,dc267159be,cc8dcf793b,,,,,,
2271,Voice,146,2012-05-07 00:00:39.0,f425b8c34ce682b,8dc58f64c391665,11d236748c,dfaf4fb561,,,,,,
2272,Voice,52,2012-05-07 00:00:39.0,1cb74b21cb9e820,1260cd11655d470,9b0114cd60,20387d4292,,,,,,
2273,Voice,34,2012-05-07 00:00:39.0,5f78401808a8d3a,febebad163c17b4,7e9ff300c0,b00aef3193,,,,,,
2274,Voice,19,2012-05-07 00:00:39.0,e824ee4781a2e6b,bd516e322640f5e,ea8a97dddc,9e9f6abb01,,,,,,
2275,Voice,16,2012-05-07 00:00:39.0,a8cfc65e248f89e,b1e4604341ca239,0e2c4f44a4,69d4450ac9,,,,,,
2276,Voice,11,2012-05-07 00:00:39.0,6b80aac10a27489,fe2995f7c79bf09,2b45893fa5,3ee452939f,,,,,,
2277,Voice,0,2012-05-07 00:00:39.0,35278984e0aa2ba,19e68e80103885e,570868e59f,f850b9aa56,,,,,,
2278,Voice,66,2012-05-07 00:00:39.0,67299b7e4b73059,f97580ac01e9a0f,9bd8a02f7d,b7f8585aaa,,,,,,
2279,Voice,17,2012-05-07 00:00:39.0,3487b1e257d2b4d,e97c06ff2c56fc7,6d906c6ae4,5e6d655129,,,,,,
2280,Voice,22,2012-05-07 00:00:39.0,66ed7ce0b95bc88,261adea2dbf93e4,32306c6b30,fb35d6b5d3,,,,,,
2281,Voice,0,2012-05-07 00:00:39.0,a22c689d2e7cd61,8311da9ef90cc5e,006e2456c7,f1b5238f83,,,,,,
2282,Voice,162,2012-05-07 00:00:39.0,6e7f1953840afd2,3ca95dd7ecb7a11,a1c109351b,098061f17e,,,,,,
2283,Voice,66,2012-05-07 00:00:39.0,c2528098684ae01,857e4d37ad38cda,37144b64f7,113d5b7f72,,,,,,
2284,Voice,2,2012-05-07 00:00:39.0,e5fd4b21606b681,778fb72383760c8,6f4d9b77a5,ebfc58af70,,,,,,
2285,Voice,11,2012-05-07 00:00:39.0,0bc326d47c7d6a4,a4c5ac69b42fcd0,504aba9583,73e790ba16,,,,,,
2286,Voice,7,2012-05-07 00:00:39.0,6fde8ad465954e8,288d00782ce4f5a,935554f297,cc45c41e85,,,,,,
2287,Voice,29,2012-05-07 00:00:39.0,fdd531df1146228,9854b9112748ddc,6e9f56b3df,12537168de,,,,,,
2288,Voice,0,2012-05-07 00:00:39.0,2affb48ed0f7e90,55ad144fa74fddc,c92be6915d,61bee9c70c,,,,,,
2289,Voice,0,2012-05-07 00:00:39.0,86a378d18d4e989,5ca7f0cd13b88b4,440656f6dd,69bdfc69fd,,,,,,
2290,Voice,58,2012-05-07 00:00:39.0,0acf41441322c8b,ae4a66f83884b9b,4ddca7b291,a7bd4c027b,,,,,,
2291,data,0,2012-05-07 00:00:39.0,0c2956ef03c8813,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2292,data,0,2012-05-07 00:00:39.0,8fc7982552a4b53,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2293,data,0,2012-05-07 00:00:39.0,f2f3145d4b7bd83,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2294,data,0,2012-05-07 00:00:39.0,b3d9a6025cac87a,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2295,sms,0,2012-05-07 00:00:40.0,66eb35305075299,aaaf0e4bdec7311,7a5d2e6161,e942f32a29,,,,,,
2296,sms,0,2012-05-07 00:00:40.0,ee32cb50747812c,6d1c7a5fffe4506,5270942b76,ba9debd0e7,,,,,,
2297,sms,0,2012-05-07 00:00:40.0,074a69fc4564a80,93343ba6e41af95,c916b4fdd1,dac8dcaeb9,,,,,,
2298,sms,0,2012-05-07 00:00:40.0,d63670344010f78,93343ba6e41af95,9dbc70e891,995eea2683,,,,,,
2299,sms,0,2012-05-07 00:00:40.0,fc271a85a315ab9,aaaf0e4bdec7311,3e50699f8d,1e36fcb515,,,,,,
2300,sms,0,2012-05-07 00:00:40.0,2da73ae4a5b8632,f0befc9013ba43a,5bcb7ce6d0,8fd6f8d1c5,,,,,,
2301,sms,0,2012-05-07 00:00:40.0,944b65114fb78ff,192c6e28a9a395a,401796e91a,29f55addbe,,,,,,
2302,sms,0,2012-05-07 00:00:40.0,a048e1ab344dcd8,7af76c2046e02f3,cc2f786391,cef29910fb,,,,,,
2303,sms,25,2012-05-07 00:00:40.0,3140a766df35b14,68bb7e1ac84027a,ab1713e254,b7aa3c28bb,,,,,,
2304,sms,0,2012-05-07 00:00:40.0,9003ec3274c8d30,e09e736e46c5c3d,9f847444ba,c07a544c63,,,,,,
2305,sms,0,2012-05-07 00:00:40.0,68ec294ea33925a,a55953dfcbc8c7c,cf4ba4a993,bc58a52936,,,,,,
2306,sms,0,2012-05-07 00:00:40.0,0dde50587bddd73,93343ba6e41af95,a6606f4ac1,c6400e443f,,,,,,
2307,sms,0,2012-05-07 00:00:40.0,9e00685a521ef3e,bc5291e80a0644e,4db0540b25,f91ed8d2e9,,,,,,
2308,sms,0,2012-05-07 00:00:40.0,4e49073a756df8c,e09e736e46c5c3d,cc7ce19d6b,b47a998a3e,,,,,,
2309,sms,0,2012-05-07 00:00:40.0,2912ea9a0f7d4a1,4611bea28f074d4,b2e6a5dfdd,12d652e58e,,,,,,
2310,sms,25,2012-05-07 00:00:40.0,4953295671e2bdb,6400b63b952c0fe,cca0b90f3b,dedaa552e2,,,,,,
2311,sms,0,2012-05-07 00:00:40.0,32ff40bb2c30ac6,93343ba6e41af95,2f50f519d6,d96dcd5475,,,,,,
2312,sms,0,2012-05-07 00:00:40.0,c5a7d9300397229,55742f0b8e5b08d,9fdd6297cc,644d9f790b,,,,,,
2313,Voice,0,2012-05-07 00:00:40.0,38e99f32035ed45,19e68e80103885e,bd3cb499e3,42072d1dc6,,,,,,
2314,Voice,0,2012-05-07 00:00:40.0,4c36720b70452ff,55ad144fa74fddc,afb5f8fbab,fe31a370fe,,,,,,
2315,Voice,14,2012-05-07 00:00:40.0,910f83a791c0b6b,645767af95d71b1,e19067447c,73e790ba16,,,,,,
2316,Voice,5,2012-05-07 00:00:40.0,62131980631e1c3,901760077c50723,93b7a9bc5f,f13e136c2f,,,,,,
2317,Voice,0,2012-05-07 00:00:40.0,e84780ec81a0098,30654a505e56eab,2cce684137,b5a2e42048,,,,,,
2318,Voice,0,2012-05-07 00:00:40.0,ed8b029c9852faa,1efff05dd0d24e0,15bdb525ee,6e9b544976,,,,,,
2319,Voice,0,2012-05-07 00:00:40.0,cf7428866a2b235,1a49f8b0ded9de6,10ae6c0752,0f34c36ac5,,,,,,
2320,Voice,23,2012-05-07 00:00:40.0,e74e2eaeb47da18,383c46386f58416,7af7f866c8,d29252461f,,,,,,
2321,Voice,35,2012-05-07 00:00:40.0,225e9230d291082,2c0eef22b7dbafe,2ef4998a2c,6bc58d8be0,,,,,,
2322,Voice,70,2012-05-07 00:00:40.0,168484d3035ba0e,95b530b60684303,7e069ea2c0,c1ec9c885f,,,,,,
2323,data,0,2012-05-07 00:00:40.0,f9710c0134b4395,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2324,data,0,2012-05-07 00:00:40.0,99af2b9fa69191b,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2325,data,0,2012-05-07 00:00:40.0,71cd2ee3ec682c9,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2326,data,0,2012-05-07 00:00:40.0,f6b88fec6d1514f,5a4dc9e82deb309,ffa6759bb2,,,,,,,
2327,data,0,2012-05-07 00:00:40.0,f6b88fec6d1514f,5a4dc9e82deb309,ffa6759bb2,,,,,,,
